Reviewed, UniProt_ID, Gene_Name, Gene_ID, Chromosome
Yes,Q07230,Zscan2,22691,Chromosome:7
Yes,Q9JLN9,Mtor,56717,Chromosome:4
Yes,Q08857,Cd36,12491,Chromosome:5
Yes,Q9CQV6,Map1lc3b,67443,Chromosome:8
Yes,Q9D752,Mad2l2,71890,Chromosome:4
Yes,P70257,Nfix,18032,Chromosome:8
Yes,Q61578,Fdxr,14149,Chromosome:11
Yes,Q8BJ48,Nagpa,27426,Chromosome:16
Yes,Q8BWB6,Steap2,74051,Chromosome:5
Yes,Q9EQH4,Taf8,63856,Chromosome:17
Yes,P50228,Cxcl5,20311,Chromosome:5
Yes,A2BH40,Arid1a,93760,Chromosome:4
Yes,Q61039,Hand2,15111,Chromosome:8
Yes,Q8BTS4,Nup54,269113,Chromosome:5
Yes,Q9EQ28,Pold3,67967,None
Yes,Q8CFF0,Parp11,101187,Chromosome:6
Yes,Q08460,Kcnma1,16531,None
Yes,Q8BH86,217830,Chromosome:12
Yes,Q9SEE9,SR45,838230,Chromosome:1
Yes,Q9EPK5,Wwtr1,97064,Chromosome:3
Yes,Q924H5,Rad51c,114714,Chromosome:11
Yes,Q9R0U0,Srsf10,14105,Chromosome:4
Yes,Q80U78,Pum1,80912,Chromosome:4
Yes,O70152,Dpm1,13480,Chromosome:2
Yes,Q9ERH4,Nusap1,108907,Chromosome:2
Yes,Q8VH51,Rbm39,170791,Chromosome:2
Yes,Q61818,Rai1,19377,Chromosome:11
Yes,Q6H1V1,Best3,382427,Chromosome:10
Yes,P25873,RPL15,822189,Chromosome:3
Yes,Q69ZA1,Cdk13,69562,Chromosome:13
Yes,Q9Z0Y9,Nr1h3,22259,Chromosome:2
Yes,B1AX39,Zcchc7,319885,Chromosome:4
Yes,Q9D6J5,Ndufb8,67264,Chromosome:19
Yes,O70201,Birc5,11799,Chromosome:11
Yes,Q923Z4,Ferd3l,114712,Chromosome:12
Yes,P16858,Gapdh,100042025,Chromosome:6
Yes,Q7TPY9,Ldoc1,434784,None
Yes,Q6P4S8,Ints1,68510,None
Yes,P07901,Hsp90aa1,15519,Chromosome:12
Yes,Q39172,P1,831560,Chromosome:5
Yes,Q8R5C5,Actr1b,226977,Chromosome:1
Yes,Q9ESG9,Pkmyt1,268930,Chromosome:17
Yes,Q7TSY8,Sgol2,68549,Chromosome:1
Yes,P21107,Tpm3,59069,Chromosome:3
Yes,P97445,Cacna1a,12286,Chromosome:8
Yes,P62889,Rpl30,19946,Chromosome:15
Yes,Q7TN22,Txndc16,70561,Chromosome:14
Yes,P70178,Six5,20475,Chromosome:7
Yes,Q9JIB4,Gtf2h2,23894,Chromosome:13
Yes,Q6P9L4,Usp49,224836,Chromosome:17
Yes,Q03173,Enah,13800,Chromosome:1
Yes,Q9WV54,Asah1,11886,Chromosome:8
Yes,P50220,Nkx2,21869,Chromosome:12
Yes,Q6PD03,Ppp2r5a,226849,Chromosome:1
Yes,Q9JHI9,Slc40a1,53945,Chromosome:1
Yes,Q2V0Z5,MIS12,833516,Chromosome:5
Yes,O88700,Blm,12144,Chromosome:7
Yes,Q9CQ74,Leprotl1,68192,Chromosome:8
Yes,Q8BFQ6,Dirc2,224132,Chromosome:16
Yes,Q7M6Y3,Picalm,233489,Chromosome:7
Yes,O35280,Chek1,12649,Chromosome:9
Yes,Q9QX96,Sall2,50524,Chromosome:14
Yes,Q24JK4,XRCC1,844382,Chromosome:1
Yes,Q9CR42,Ankrd1,107765,Chromosome:19
Yes,Q61584,Fxr1,14359,Chromosome:3
Yes,Q9SF47,PAH1,820113,Chromosome:3
Yes,Q571F5,Spsb3,79043,Chromosome:17
Yes,Q65Z93,Ypel4,241525,Chromosome:2
Yes,P43241,Cdx2,12591,Chromosome:5
Yes,P56375,Acyp2,75572,Chromosome:11
Yes,Q9CY58,Serbp1,66870,Chromosome:6
Yes,Q64127,Trim24,21848,Chromosome:6
Yes,Q8BZL8,Lmo3,109593,Chromosome:6
Yes,Q61592,Gas6,14456,Chromosome:8
Yes,Q9CZ04,Cops7a,26894,Chromosome:6
Yes,Q6WBX7,Rad9b,231724,Chromosome:5
Yes,Q61937,Npm1,18148,Chromosome:11
Yes,Q9CR46,Ska2,66140,Chromosome:11
Yes,Q91W89,Man2c1,73744,Chromosome:9
Yes,Q3TL26,Tfb2m,15278,Chromosome:1
Yes,Q3USJ8,Fchsd2,207278,Chromosome:7
Yes,P50516,Atp6v1a,11964,Chromosome:16
Yes,P49817,Cav1,12389,Chromosome:6
Yes,O08532,Cacna2d1,12293,Chromosome:5
Yes,P97477,Aurka,20878,Chromosome:2
Yes,Q8VEB2,Sav1,64010,Chromosome:12
Yes,P43024,Cox6a1,12861,None
Yes,Q9CZP5,Bcs1l,66821,Chromosome:1
Yes,Q9CQI6,Cotl1,72042,Chromosome:8
Yes,P70326,Tbx5,21388,Chromosome:5
Yes,P98195,Atp9b,50771,None
Yes,Q9Z1D9,Znf394,67235,Chromosome:5
Yes,Q8R2X8,Blzf1,66352,Chromosome:1
Yes,P42208,Sept2,18000,Chromosome:1
Yes,Q9R1T2,Sae1,56459,Chromosome:7
Yes,Q61490,Alcam,11658,Chromosome:16
Yes,Q9JJF9,Sppl2a,66552,Chromosome:2
Yes,Q5SXJ3,Brip1,237911,Chromosome:11
Yes,Q9D5K4,S100pbp,74648,Chromosome:4
Yes,O35261,E2f3,13557,Chromosome:13
Yes,Q91ZX6,Senp2,75826,Chromosome:16
Yes,P09813,Apoa2,11807,Chromosome:1
Yes,Q8CCF0,Prpf31,68988,Chromosome:7
Yes,Q91YY4,Atpaf2,246782,None
Yes,P23804,Mdm2,17246,Chromosome:10
Yes,Q5SW75,Ssh2,237860,Chromosome:11
Yes,Q61079,Sim2,20465,Chromosome:16
Yes,Q99N91,Mrpl34,94065,Chromosome:8
Yes,Q8C170,Myo9a,270163,Chromosome:9
Yes,Q6DYE8,Enpp3,209558,Chromosome:10
Yes,Q8R4Z4,Etv3,27049,Chromosome:3
Yes,Q9ZUT0,ABCG2,818312,Chromosome:2
Yes,P01887,B2m,12010,Chromosome:2
Yes,Q9CZ96,Zcrb1,67197,Chromosome:15
Yes,Q9DCM0,Ethe1,66071,Chromosome:7
Yes,Q8C0D5,Efl1,101592,Chromosome:7
Yes,Q920M5,Coro6,216961,Chromosome:11
Yes,Q9Z1K5,Arih1,23806,Chromosome:9
Yes,Q61602,Gli3,14634,Chromosome:13
Yes,Q6NVE3,Spin2c,278240,None
Yes,Q9CRB9,Chchd3,66075,Chromosome:6
Yes,P99026,Psmb4,19172,Chromosome:3
Yes,Q64441,Cyp24a1,13081,Chromosome:2
Yes,Q9QXV1,Cbx8,30951,Chromosome:11
Yes,P70392,Rasgrf2,19418,None
Yes,Q61321,Six4,20474,Chromosome:12
Yes,P40237,Cd82,12521,Chromosome:2
Yes,Q06219,Nr4a2,18227,Chromosome:2
Yes,Q8R1B4,Eif3c,56347,Chromosome:7
Yes,Q8VIB5,Barhl2,104382,Chromosome:5
Yes,Q8VCD5,Med17,234959,Chromosome:9
Yes,Q8R3I2,Mboat2,67216,Chromosome:12
Yes,Q91W90,Txndc5,105245,Chromosome:13
Yes,Q921Y0,Mob1a,232157,Chromosome:6
Yes,Q9JLZ3,Auh,11992,None
Yes,Q80WT2,Dmrt3,240590,Chromosome:19
Yes,P70424,Erbb2,13866,Chromosome:11
Yes,Q61879,Myh10,77579,Chromosome:11
Yes,Q9D0M2,Cdca7,66953,Chromosome:2
Yes,P09055,Itgb1,16412,Chromosome:8
Yes,Q91ZW3,Smarca5,93762,Chromosome:8
Yes,P02830,Hoxa7,15404,Chromosome:6
Yes,Q9D083,Spc24,67629,Chromosome:9
Yes,P83887,Tubg1,103733,Chromosome:11
Yes,Q99NH2,Pard3,93742,Chromosome:8
Yes,P56563,Lim2,233187,Chromosome:7
Yes,Q61086,Fzd3,14365,Chromosome:14
Yes,Q8C1C8,Pnma1,70481,Chromosome:12
Yes,O08785,Clock,12753,Chromosome:5
Yes,Q9QXN3,Trip4,56404,Chromosome:9
Yes,Q6P9L6,Kif15,209737,Chromosome:9
Yes,P98156,Vldlr,22359,Chromosome:19
Yes,Q9ET26,Rnf114,81018,Chromosome:2
Yes,P47740,Aldh3a2,11671,Chromosome:11
Yes,Q811Q9,Pcyt1b,236899,None
Yes,Q9QZB1,Rgs20,58175,Chromosome:1
Yes,Q64104,Nr2e1,21907,Chromosome:10
Yes,P42586,Nkx2,18088,Chromosome:2
Yes,Q62053,Ptger2,19217,Chromosome:14
Yes,Q9D8I1,Mzb1,69816,Chromosome:18
Yes,Q04998,Inhba,16323,Chromosome:13
Yes,Q6P1G2,Kdm2b,30841,Chromosome:5
Yes,Q3U182,Crtc2,74343,Chromosome:3
Yes,Q61483,Dll1,13388,Chromosome:17
Yes,Q9QZM9,Fbxo16,50759,Chromosome:14
Yes,Q9WVF8,Tusc2,80385,Chromosome:9
Yes,P59997,Kdm2a,225876,None
Yes,Q9EPW4,Clec3a,403395,Chromosome:8
Yes,Q6PHU5,Sort1,20661,Chromosome:3
Yes,Q8R2P1,Klhl25,207952,Chromosome:7
Yes,Q91V10,Vsx1,114889,Chromosome:2
Yes,Q9DB41,Slc25a18,71803,Chromosome:6
Yes,Q9D6Z0,Alkbh7,66400,Chromosome:17
Yes,Q99MJ9,Ddx50,94213,Chromosome:10
Yes,Q5FWK3,Arhgap1,228359,Chromosome:2
Yes,Q60987,Foxg1,15228,Chromosome:12
Yes,P27641,Xrcc5,22596,Chromosome:1
Yes,Q9WUK4,Rfc2,19718,Chromosome:5
Yes,P45952,Acadm,11364,Chromosome:3
Yes,Q8VCH7,Rdh10,98711,Chromosome:1
Yes,Q99J09,Wdr77,70465,Chromosome:3
Yes,P02831,Hoxa3,15400,Chromosome:6
Yes,Q9QX47,Son,20658,Chromosome:16
Yes,P35235,Ptpn11,19247,Chromosome:5
Yes,Q99PP9,Trim16,94092,Chromosome:11
Yes,P70312,Has2,15117,Chromosome:15
Yes,Q9DBS1,Tmem43,74122,Chromosome:6
Yes,Q80WC7,Agfg2,231801,Chromosome:5
Yes,Q8CFL8,Zswim3,67538,Chromosome:2
Yes,Q9WVM6,Tll2,24087,Chromosome:19
Yes,Q5BL07,Pex1,71382,Chromosome:5
Yes,Q99LC2,Cstf1,67337,Chromosome:2
Yes,Q08297,Rad51,19361,Chromosome:2
Yes,P97321,Fap,14089,Chromosome:2
Yes,Q3TPE9,Ankmy2,217473,Chromosome:12
Yes,Q11204,St3gal2,20444,Chromosome:8
Yes,P84104,Srsf3,20383,Chromosome:17
Yes,P29268,Ctgf,14219,Chromosome:10
Yes,Q8BGF7,Pan2,103135,Chromosome:10
Yes,Q8L7N0,CCT6B,831464,Chromosome:5
Yes,Q9DCB1,Hmgn3,94353,Chromosome:9
Yes,Q8VCT9,Tesk2,230661,Chromosome:4
Yes,Q6VNB8,Wdfy3,72145,Chromosome:5
Yes,Q80V62,Fancd2,211651,Chromosome:6
Yes,P18111,Cdx1,12590,Chromosome:18
Yes,Q76MZ3,Ppp2r1a,51792,Chromosome:17
Yes,Q9DBZ5,Eif3k,73830,Chromosome:7
Yes,P20615,Hoxb9,15417,Chromosome:11
Yes,Q9Z2E9,Bscl2,14705,Chromosome:19
Yes,P35276,Rab3d,19340,Chromosome:9
Yes,P55772,Entpd1,12495,Chromosome:19
Yes,P17679,Gata1,14460,None
Yes,Q9EQP2,Ehd4,98878,Chromosome:2
Yes,Q9QYB5,Add3,27360,Chromosome:19
Yes,Q8K1S2,Unc5d,210801,Chromosome:8
Yes,Q8CDU6,Hectd2,226098,Chromosome:19
Yes,P59111,Kcnh8,211468,None
Yes,Q8VE65,Taf12,66464,Chromosome:4
Yes,Q9CQD1,Rab5a,271457,Chromosome:17
Yes,Q08624,Hoxc4,15423,Chromosome:15
Yes,Q9JJJ3,Aqp9,64008,Chromosome:9
Yes,Q9ER42,Barx1,12022,Chromosome:13
Yes,P47993,Xcl1,16963,Chromosome:1
Yes,P97367,Meis2,17536,Chromosome:2
Yes,Q9CAQ8,RFC5,844083,Chromosome:1
Yes,Q8VIG0,Zcchc14,142682,Chromosome:8
Yes,P62320,Snrpd3,67332,Chromosome:10
Yes,Q9Z0R0,Gsg2,14841,None
Yes,O70622,Rtn2,20167,Chromosome:7
Yes,Q9CQ82,Itgb3bp,67733,Chromosome:4
Yes,Q922X9,Prmt7,214572,Chromosome:8
Yes,Q91ZD1,Osr2,107587,Chromosome:15
Yes,Q8BJU0,Sgta,52551,Chromosome:10
Yes,Q8BMJ3,Eif1ax,66235,None
Yes,Q9AST1,TAF15,841452,Chromosome:1
Yes,Q924N4,Slc12a6,107723,Chromosome:2
Yes,Q99LB6,Mat2b,108645,Chromosome:11
Yes,Q9WVQ1,Magi2,50791,Chromosome:5
Yes,Q60759,Gcdh,270076,Chromosome:8
Yes,Q8BK62,Olfml3,99543,None
Yes,Q61686,Cbx5,12419,Chromosome:15
Yes,Q8BHS3,Rbm22,66810,Chromosome:18
Yes,Q9D8X5,Cnot8,69125,Chromosome:11
Yes,Q9WUP7,Uchl5,56207,Chromosome:1
Yes,Q9D7P6,Iscu,66383,Chromosome:5
Yes,O09102,Gcm2,107889,None
Yes,P63089,Ptn,19242,Chromosome:6
Yes,Q99NA2,Atoh8,71093,Chromosome:6
Yes,Q921F4,Hnrnpll,72692,Chromosome:17
Yes,O54998,Fkbp7,14231,Chromosome:2
Yes,P10085,Myod1,17927,Chromosome:7
Yes,Q8K039,66202,Chromosome:9
Yes,Q8K3E5,Ahi1,52906,None
Yes,Q9JHS3,Lamtor2,83409,Chromosome:3
Yes,Q3LAC4,Prex2,109294,Chromosome:1
Yes,Q91XC0,Ajuba,16475,Chromosome:14
Yes,Q61503,Nt5e,23959,Chromosome:9
Yes,P30873,Sstr1,20605,Chromosome:12
Yes,Q9D0T2,Dusp12,80915,Chromosome:1
Yes,Q9QZR0,Rnf25,57751,Chromosome:1
Yes,Q8CJ53,Trip10,106628,Chromosome:17
Yes,P22605,Rarb,218772,Chromosome:14
Yes,Q9EPW2,Klf15,66277,Chromosome:6
Yes,Q3V1U8,Elmod1,270162,Chromosome:9
Yes,P46600,HAT1,827457,Chromosome:4
Yes,Q8R344,Ccdc12,72654,Chromosome:9
Yes,Q9WV98,Timm9,30056,Chromosome:12
Yes,Q8BUH1,Txnl4b,234723,Chromosome:8
Yes,P48025,Syk,20963,Chromosome:13
Yes,Q62232,Six2,20472,Chromosome:17
Yes,Q7TQI3,Otub1,107260,Chromosome:19
Yes,P57725,Samsn1,67742,Chromosome:16
Yes,Q9DCG6,Pbld1,68371,Chromosome:10
Yes,O89110,Casp8,12370,Chromosome:1
Yes,P97473,Tarbp2,21357,Chromosome:15
Yes,Q9WTM4,Nfe2l3,18025,Chromosome:6
Yes,Q8C180,Frs2,327826,Chromosome:10
Yes,Q99JR1,Sfxn1,14057,Chromosome:13
Yes,Q9DB43,Zfpl1,81909,Chromosome:19
Yes,O88455,Dhcr7,13360,Chromosome:7
Yes,P11440,Cdk1,12534,Chromosome:10
Yes,Q80W71,Plekha8,231999,Chromosome:6
Yes,P48964,Cdc25a,12530,Chromosome:9
Yes,Q8VDW0,Ddx39a,68278,Chromosome:8
Yes,Q8CJG0,Ago2,239528,Chromosome:15
Yes,Q8BNV1,Trmt2a,15547,Chromosome:16
Yes,Q6P1C6,Lrig3,320398,Chromosome:10
Yes,P52912,Tia1,21841,Chromosome:6
Yes,Q08093,Cnn2,12798,Chromosome:10
Yes,O88811,Stam2,56324,Chromosome:2
Yes,Q3UU96,Cdc42bpa,226751,Chromosome:1
Yes,Q60847,Col12a1,12816,Chromosome:9
Yes,P57746,Atp6v1d,73834,Chromosome:12
Yes,Q7TT18,Atf7ip,54343,Chromosome:6
Yes,Q9R1I1,Chst4,26887,None
Yes,Q9CPY3,Cdca5,67849,Chromosome:19
Yes,P62835,Rap1a,109905,Chromosome:3
Yes,P01027,C3,12266,Chromosome:17
Yes,P31315,Gsx1,14842,Chromosome:5
Yes,Q60867,Neurod1,18012,Chromosome:2
Yes,Q924S8,Spred1,114715,Chromosome:2
Yes,O35648,Cetn3,12626,Chromosome:13
Yes,Q9WTR6,Slc7a11,26570,Chromosome:3
Yes,P47810,Wee1,22390,Chromosome:7
Yes,Q91WD7,Kif18a,228421,Chromosome:2
Yes,Q7TSH4,Ccp110,101565,Chromosome:7
Yes,Q9JI60,Lrat,79235,Chromosome:3
Yes,Q8K3G5,Vrk3,101568,Chromosome:7
Yes,Q61084,Map3k3,26406,Chromosome:11
Yes,Q8BH75,Rnf41,67588,Chromosome:10
Yes,Q8CEC5,Nkiras1,69721,Chromosome:14
Yes,B2RUI1,Znf551,619331,Chromosome:7
Yes,P62309,Snrpg,68011,Chromosome:17
Yes,Q38942,RAE1,844406,Chromosome:1
Yes,P70362,Ufd1l,22230,Chromosome:16
Yes,Q2NL51,Gsk3a,606496,Chromosome:7
Yes,P17426,Ap2a1,11771,Chromosome:7
Yes,O35615,Zfpm1,22761,Chromosome:8
Yes,Q91VN6,Ddx41,72935,Chromosome:13
Yes,P58022,Loxl2,94352,Chromosome:14
Yes,Q80VW5,Dfnb31,73750,Chromosome:4
Yes,Q9Z1Q5,Clic1,114584,Chromosome:17
Yes,Q8R2T8,Gtf3c5,70239,Chromosome:2
Yes,P42867,Dpagt1,13478,Chromosome:9
Yes,Q9ESN2,Trim39,79263,None
Yes,P70218,Map4k1,26411,Chromosome:7
Yes,Q9JKP8,Chrac1,93696,Chromosome:15
Yes,P25864,RPL9,823623,Chromosome:3
Yes,Q8BLY3,Lrfn3,233067,Chromosome:7
Yes,Q8C854,Myef2,17876,Chromosome:2
Yes,Q7TMY7,Ipo8,320727,Chromosome:6
Yes,Q9Z2G1,Fem1aa,14154,Chromosome:17
Yes,P41233,Abca1,11303,Chromosome:4
Yes,O35134,Polr1a,20019,Chromosome:6
Yes,P15116,Cdh2,12558,Chromosome:18
Yes,Q8BGS7,Cept1,99712,Chromosome:3
Yes,Q9Z2I2,Fkbp1b,14226,Chromosome:12
Yes,Q9QXM0,Abhd2,54608,Chromosome:7
Yes,Q9CQE5,Rgs10,67865,Chromosome:7
Yes,Q8BI67,Znf473,243963,Chromosome:7
Yes,P07214,Sparc,20692,Chromosome:11
Yes,Q5XPI3,Rnf123,84585,Chromosome:9
Yes,P70396,Dlx5,13395,Chromosome:6
Yes,Q8BH15,Cnot10,78893,Chromosome:9
Yes,Q9Z0S2,Lhx2,16870,Chromosome:2
Yes,P43276,Hist1h1b,56702,Chromosome:13
Yes,Q61216,Mre11a,17535,Chromosome:9
Yes,Q61045,Sim1,20464,Chromosome:10
Yes,Q9CPR5,Mrpl15,27395,Chromosome:1
Yes,Q9CR20,Ier3ip1,66191,Chromosome:18
Yes,Q60855,Ripk1,19766,Chromosome:13
Yes,P05064,Aldoa,11674,Chromosome:7
Yes,Q9CQP3,Chchd5,66170,Chromosome:2
Yes,P58391,Kcnn3,140493,Chromosome:3
Yes,Q91Z22,Tmem123,71929,Chromosome:9
Yes,P58390,Kcnn2,140492,Chromosome:18
Yes,Q63870,Col7a1,12836,Chromosome:9
Yes,Q9D4H4,Amotl1,75723,Chromosome:9
Yes,Q9R0H0,Acox1,11430,Chromosome:11
Yes,P35821,Ptpn1,19246,Chromosome:2
Yes,O35607,Bmpr2,12168,Chromosome:1
Yes,Q8BGV7,Kctd13,233877,Chromosome:7
Yes,Q8VCE2,Gpn1,74254,Chromosome:5
Yes,Q8BHJ7,Gabra5,110886,Chromosome:7
Yes,Q8K0D0,Cdk17,237459,Chromosome:10
Yes,Q62048,Pea15,18611,Chromosome:1
Yes,Q9Z0H4,Celf2,14007,Chromosome:2
Yes,Q8R307,Vps18,228545,Chromosome:2
Yes,Q5I1X5,Ppp1r13l,333654,Chromosome:7
Yes,P70460,Vasp,22323,Chromosome:7
Yes,Q8VDY4,Efcab7,230500,None
Yes,O88995,Nfkbil1,18038,Chromosome:17
Yes,Q8BKN5,Tubgcp5,233276,Chromosome:7
Yes,Q3UK37,104732,Chromosome:12
Yes,Q9JKX4,Aatf,56321,Chromosome:11
Yes,O88569,Hnrnpa2b1,102642938,Chromosome:6
Yes,Q9JLY0,Socs6,54607,Chromosome:18
Yes,Q64676,Ugt8,22239,Chromosome:3
Yes,Q68FH4,Galk2,69976,Chromosome:2
Yes,Q8BNU0,Armc6,76813,Chromosome:8
Yes,Q923K4,Gtpbp3,102642476,Chromosome:8
Yes,P55850,Dsc3,13507,Chromosome:18
Yes,O35988,Sdc4,20971,Chromosome:2
Yes,Q8K363,Ddx18,66942,Chromosome:1
Yes,Q9LS09,ASF1B,833791,Chromosome:5
Yes,Q3UKU1,Ell2,192657,Chromosome:13
Yes,O08755,Onecut1,15379,Chromosome:9
Yes,P63006,Lhx1,16869,Chromosome:11
Yes,Q640M1,Utp14a,72554,None
Yes,Q8BGC9,Creg2,263764,Chromosome:1
Yes,Q60972,Rbbp4,19646,Chromosome:4
Yes,Q9DCH6,Zfand6,65098,Chromosome:7
Yes,Q91XB0,Trex1,22040,Chromosome:9
Yes,Q9JIK5,Ddx21,56200,Chromosome:10
Yes,Q8BGN8,Synpr,72003,Chromosome:14
Yes,Q9JLB0,Mpp6,56524,Chromosome:6
Yes,Q61069,Usf1,22278,Chromosome:1
Yes,Q64FW2,Retsat,67442,Chromosome:6
Yes,Q9JHB3,Timp4,110595,Chromosome:6
Yes,P09079,Hoxb5,15413,Chromosome:11
Yes,Q8C0R0,Usp37,319651,Chromosome:1
Yes,Q07832,Plk1,18817,Chromosome:7
Yes,Q9FG38,SNX1,830501,Chromosome:5
Yes,Q3TNL8,Itprip,414801,Chromosome:19
Yes,Q91WL6,Snx11,74479,Chromosome:11
Yes,P46061,Rangap1,19387,Chromosome:15
Yes,Q99PE5,Smim3,106878,Chromosome:18
Yes,Q80TR1,Adgrl1,330814,Chromosome:8
Yes,Q9CQU5,Zwint,52696,Chromosome:10
Yes,O55201,Supt5h,20924,Chromosome:7
Yes,Q9EPW0,Inpp4a,269180,None
Yes,P49003,Bmp5,12160,Chromosome:9
Yes,Q5MJS3,Fam20c,80752,Chromosome:5
Yes,P97929,Brca2,12190,Chromosome:5
Yes,Q922H7,Rasl11b,68939,Chromosome:5
Yes,Q8BG40,Katnb1,74187,Chromosome:8
Yes,Q920H1,Scgb3a2,117158,Chromosome:18
Yes,Q9D2C9,Snapc3,77634,Chromosome:4
Yes,Q9D7I5,Lhpp,76429,Chromosome:7
Yes,Q9WVG9,Msl3,17692,None
Yes,P19091,Ar,11835,None
Yes,P97927,Lama4,16775,Chromosome:10
Yes,P42582,Nkx2,18091,Chromosome:17
Yes,Q9D0W5,Ppil1,68816,Chromosome:17
Yes,O35593,Psmd14,59029,Chromosome:2
